,input_text,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit
4023,"#FarmersProtest could have been solved in 10 days provided @narendramodi sits with the farmers, instead they started defaming farmers. Farmers unlike politicians are not rich. They have this pride &amp; if you can’t respect them for what they are then expect same in return",0.00158,0.0,5e-05,0.00017,0.00042,3e-05,2e-05
4024,#FarmersProtest   India is under a dictatorship!!!  @POTUS @hrw @UNHumanRights @CanadianPM @JustinTrudeau @JoeBiden @joannachiu @andersoncooper @donlemon @ChrisCuomo @NYGovCuomo @AOC @BernieSanders twitter.com/psgazi/status/…,0.01125,0.0,0.00014,0.00155,0.00254,8e-05,5e-05
4025,#FarmersProtest &amp; #KisanSansad will continue until demands are met. #MSP_FarmersRight   #modifails #ModiResign   @narendramodi stop illegal spying on Indian citizens and do some good for the public. #PegasusSnoopgate #Pegasus #rafalescam_modi https://t.co/5i3bHJFk5o,0.00111,0.0,4e-05,0.00036,0.00021,3e-05,2e-05
4026,#TuesdayMotivations #EveryDropCounts.#CleanWater is becoming #Scarce #DayByDay due to which #ShifaFoundation is Raising #Funds to share this gift with Childern of #Thar.#JoinUs to #DonateLife as #WaterIsLife at shifafoundation.org/hand-pump/ #INGO #NGO #Pakistan #FarmersProtest #Donate https://t.co/sJKqcianF0,0.00079,0.0,8e-05,0.0001,0.00017,2e-05,3e-05
4027,.  Farmers in great numbers are coming up to participate in 'Rail Roko' protest marking their aggression toward the centre for passing farm bills.  The massive event will be held today from 12 pm to 4 pm  #RailRokoForFarmers #FarmersProtest  #india #TRAIN  .,0.00046,0.0,3e-05,8e-05,0.00012,2e-05,1e-05
4028,#SupportPeacefulTractorParade  Demonetization GST  Failed in India #FarmersProtest https://t.co/ApjBxQQRSt,0.00056,0.0,5e-05,9e-05,0.0001,3e-05,2e-05
4029,Whoever speaks for the #FarmersProtest should be uplifted. Let’s follow her &amp; show some support &amp; get stronger… #RSS_DividingIndia twitter.com/ShreyaDU_AISA/…,0.00064,0.0,4e-05,7e-05,0.00015,2e-05,2e-05
4030,Fake king @akshaykumar shame on you because we are demand repappeal three laws since 6 months and you ignore but when international people support 💪 farmer protest you covered government because you are sold bahi #FarmersProtest twitter.com/jazzyb/status/…,0.19321,2e-05,0.00251,0.00206,0.13611,0.00012,0.00028
4031,"I still #StandWithFarmers and support their peaceful protest. No amount of hate, threats or violations of human rights will ever change that. #FarmersProtest",0.00177,0.0,4e-05,0.0002,0.00026,4e-05,3e-05
4032,PAY ATTENTION!!! #FarmersProtest twitter.com/RaviSinghKA/st…,0.00148,0.0,0.0001,0.00011,0.00026,4e-05,3e-05
4033,my district Barnala 🙌🏼  #FarmersProtest https://t.co/xEs5uzJ6z6,0.00047,0.0,4e-05,7e-05,0.00012,2e-05,1e-05
4034,🚜#FarmersProtest🌾 #MSP_लागत_से_कम_क्यों @UAENews @theprogressive  @guardian  @TheLocalFrance  True 👇👇👇 twitter.com/HappymonJacob/…,0.00053,0.0,5e-05,8e-05,0.00012,2e-05,2e-05
4035,#AskIndiaWhy they are blatantly ignoring 250 million peaceful protesters #FarmersProtest #HistoricTractorMarch #FarmLaws #kissaanektazindabad #Sikhs #26JanDelhiTractorParade,0.001,0.0,4e-05,0.00015,0.0002,3e-05,2e-05
4036,Fight for Right  #FarmersProtest  #FarmersCallBJPboycott twitter.com/GSPANNU13/stat…,0.00057,0.0,4e-05,7e-05,0.00014,2e-05,1e-05
4037,Please listen to this video. You'll know why Modi brings these farm laws.  #FarmersProtest @BaltejPannu @MahuaMoitra @rupikaur_ @Tractor2twitr @mike_virk @sukhdee35031827 @kaurgillv @KamalS1717 @Aman80b @pbhushan1 👇👇👇👇👇👇👇👇👇👇👇 youtu.be/4Ve-5sQUAfA,0.00289,0.0,0.00034,0.00022,0.00052,5e-05,5e-05
4038,Big insult of nation #नाक_कटा_आया  #नाक_कटा_आया  #आज_भारत_बंद_है  #FarmersProtest https://t.co/Grk5IdYq3v,0.00074,0.0,5e-05,0.00011,0.00015,2e-05,2e-05
4039,"@madhavmantri #FarmersProtest is just, #farmbills2020 is unjust.",0.00047,0.0,3e-05,9e-05,0.00012,2e-05,1e-05
4040,"Mekhala Krishnamurthy, Senior Fellow, @CPR_India and Associate professor, @AshokaUniv, explains how invisibilisation of trade is a real risk due to #FarmBills2020 outlookbusiness.com/the-big-story/… #FarmersProtest https://t.co/ztfhK9XsGD",0.00051,0.0,4e-05,6e-05,0.00016,2e-05,1e-05
4041,"@narendramodi Sir ,   When all the Farmers not wants these bills why are you forcefully imposing them , its not democracy ,  Or its true that BJP is the only goverment which is run by Corporates ?  #FarmersProtest  Airports 50 yr to Adani  151 railways Privates BPCL , CONCOR, BSNL Selling",0.00064,0.0,4e-05,8e-05,0.00017,2e-05,1e-05
4042,@UNHumanRights Modi goverment assaulting the peaceful #FarmersProtest https://t.co/DMlQFB21qC,0.00101,0.0,4e-05,0.00017,0.00021,3e-05,2e-05
4043,@ndtv @KisanEktaMarch This picture is not from the original page. Because original page has word(a) at the end of the username (kisanektamorcha). So be careful when you get updates. #IStandWithFarmers #FarmersProtest #TakeBackFarmBills,0.00079,0.0,9e-05,0.0001,8e-05,3e-05,4e-05
4044,I don't understand #Rihanna tweeted or sprayed insecticide ... all Bollywood and Cricket bugs are suffering..#Rihanna #FarmersProtest,0.00199,0.0,6e-05,0.00022,0.00036,6e-05,3e-05
4045,And no this isn't a April fools joke!.   #NationalJumladay #FarmersProtest https://t.co/E400MSOy2F,0.71659,1e-05,0.0007,0.00038,0.66447,5e-05,7e-05
4046,@NASA please talk about india #FarmersProtest 🙏🏻🙏🏻,0.00065,0.0,4e-05,0.00013,0.00013,2e-05,2e-05
4047,"@Khalsa_Aid Would you ever walk outside in such weather @KanganaTeam and @narendramodi ?, now think of farmers who are sleeping on the roads asking for help #FarmersProtest .. if @PMOIndia can’t think of the citizens what else you can expect from them. @KisanEktaMarch",0.0012,0.0,5e-05,0.00014,0.00027,3e-05,2e-05
4048,@ndtv @drnigam15 It shows that farmers are intelligent enough and know where it will hurt. This kind of mass support doesn't exist in politics. #BJPCannotDivideFarmers #FarmersProtest #FarmLaws,0.00134,0.0,4e-05,0.00013,0.0004,2e-05,2e-05
4049,@amaanbali And nobody freaking cares about Maliya and Modi who ran away with taxpayers  millions.   Farmers life is so invaluable for government that they are forced to commit suicide for few thousand. When will it stop?   #शहीद_जवान_शहीद_किसान  #FarmersProtest,0.18854,0.00012,0.04504,0.00103,0.01134,0.00793,0.00084
4050,"Former Haryana Chief Minister Bhupinder Singh Hooda urges people of the state to extend all possible help to farmers marching to Delhi to protest against the Centre’s new farm laws, reports PTI. Follow live updates: scroll.in/latest/979599/… #FarmersProtest",0.00053,0.0,4e-05,8e-05,0.00014,2e-05,1e-05
4051,"Already 7 Months of farmers' protest are ovr, for how long does anti-farmer govt want the farmers to stay on roads??  #कृषि_कानून_रद्द_करो  #FarmersProtest https://t.co/XRh3j9gjGA",0.00114,0.0,8e-05,0.00013,0.00027,2e-05,3e-05
4052,"@sachin_rt It's shocking to see that you Didn't spoke a single word about #farmersprotest , u didn't care about loss of more than 100 farmers life ....just shocking 🙁😤",0.00178,0.0,7e-05,0.00019,0.00038,4e-05,2e-05
4053,"When INJUSTICE becomes law, RESISTANCE becomes duty✊🏼  📢Speak up for FARMERS. Use your VOICE  #FarmersProtest   03:29:00",0.00077,0.0,6e-05,0.0001,0.00012,4e-05,2e-05
4054,Thanks for the support 🙏 #WorldSupportsIndianFarmers #FarmersProtest https://t.co/io8HufQ31d,0.00039,0.0,3e-05,8e-05,0.0001,2e-05,1e-05
4055,@mikiebarb @nytimes when are you planning to do an episode on #FarmersProtest in India?,0.00056,0.0,3e-05,9e-05,0.00013,2e-05,1e-05
4056,Airports: sold Railways:sold Electricity:sold Communication:sold Agriculture:sold HUN ARMY REH GI EH V VECHDO...AMBANI ADANI NE KHAREED LAINE TE RAJJEYA VANU SARRE DESH RAJ KARN GE....🤦🏻‍♂️ #TractorToTwitter #FarmersProtest,0.00065,0.0,6e-05,0.0001,0.00014,2e-05,2e-05
4057,#Rihanna is Pakistani from today. Please collect you certificate @rihanna 🤣🤣 #FarmersProtest @Tractor2twitr  👉🏻Follow @WhatsAppUni twitter.com/HariManjhi/sta…,0.00619,1e-05,0.00017,0.0028,0.00065,8e-05,6e-05
4058,Come together. Support the farmers. #IndianFarmersHumanRights #FarmersProtest https://t.co/9CSfcHnbFO,0.00054,0.0,3e-05,0.00012,0.00013,2e-05,1e-05
4059,"Statement by @GurnamsinghBku on lathi charge on farmers. He urged farmers to protest again tomorrow. He alleged that BJP-JJP is instigating farmers, especially Jaat belt in purpose. And that thr r hardly any vaccines for a Center to be opened.   #FarmersProtest  #Tractor2Twitter https://t.co/L5QC5ehdeM",0.00056,0.0,4e-05,9e-05,0.00015,2e-05,1e-05
4060,Why won’t they just change the name of the state from Punjab to “Goal = Poverty Pradesh”   Bollywood can go shoot elsewhere and the state loses incoming revenue / employment.   Beyond idiotic #FarmersProtest twitter.com/ghazalimohamma…,0.94511,2e-05,0.00184,0.00043,0.91117,0.00018,8e-05
4061,sikhnews247: JattsSkool: Your silence is keeping the farmers on road #FarmersProtest #6MonthsOfFarmersProtest #Tractor2Twitter twitter.com/sikhnews247/st…,0.00069,0.0,4e-05,9e-05,0.00017,2e-05,2e-05
4062,Hahahaha! @republic and this Achambit never fail to make us laugh. Some serious comedy #FarmersProtest #JusticeForNavreet twitter.com/Monica_Gill1/s…,0.00167,0.0,8e-05,0.00011,0.00042,3e-05,3e-05
4063,Thanks @KarenAttiah  #FarmersProtest twitter.com/KarenAttiah/st…,0.00058,0.0,4e-05,7e-05,0.00015,2e-05,1e-05
4064,What a masterstroke #FarmersProtest,0.00107,0.0,7e-05,9e-05,0.0002,3e-05,2e-05
4065,My first ever tweet to reach a 1000 likes🎉 And it's for a great cause too🥳 #StandWithFarmers  #FarmersProtest https://t.co/2vYESVRqX2,0.00044,0.0,4e-05,6e-05,0.00011,2e-05,2e-05
4066,Sansad March in May ! #FarmersProtest https://t.co/oxkNEg6f4W,0.00066,0.0,6e-05,8e-05,0.00015,2e-05,2e-05
4067,Human rights violations by Delhi police.  #FarmersProtest  #IndianFarmersHumanRights twitter.com/ndtv/status/13…,0.00105,0.0,3e-05,0.00027,0.00019,3e-05,2e-05
4068,"We are farmers, not terrorists.  #शहीद_जवान_शहीद_किसान #FarmersProtest https://t.co/HvmxlWDm8n",0.00126,0.0,5e-05,0.00018,0.00026,3e-05,2e-05
4069,BJPRSS shit for India  #BJP_RSS_AgainstFarmers #BJP_RSS_AgainstFarmers #FarmersProtest https://t.co/KFbm2trHSf,0.93635,0.00819,0.89826,0.00609,0.19396,0.00076,0.00485
4070,Farmers protest from Seattle wa #DigitalKisan #DigitalKisanMorcha #FarmersProtest #KisanEktaMorcha https://t.co/ZvP5IkHNcn,0.00071,0.0,5e-05,0.0001,0.00016,2e-05,2e-05
4071,"Impressive, the Indian #Farmers are standing up to repeal the flawed farm bills, and for the larger cause of democracy. Support our farmers.   #RepealThreeFarmActs #FarmersProtest 🔻🔻🔻        Bhiwani !! 👍👍 twitter.com/deependerdeswa…",0.00073,0.0,3e-05,0.00014,0.00019,2e-05,1e-05
4072,Yes modi is wasting time. Modi murdabad #FarmersProtest #मंत्री_नहीं_खेती_क़ानून_हटाओ twitter.com/Its_RoyalJass/…,0.0019,0.0,0.00019,0.00015,0.00023,5e-05,4e-05
4073,Retweet   #FarmersFightFascistModi  #FarmersProtest,0.01904,1e-05,0.00059,0.0009,0.00345,0.00013,0.00011
4074,@jdhillonA @_MohitGahlot_ I heard he did only 1 press conference since he became PM! Not sure how long this 🐕 will keep running 😂 #FarmersProtest,0.00123,0.0,9e-05,9e-05,0.00026,3e-05,2e-05
4075,"Tweet, Retweet maximum for the Farmers.  #Modi_KillerOfFarmerRights #FarmersProtest https://t.co/zjSHNwyP8a",0.00048,0.0,3e-05,7e-05,0.00012,2e-05,1e-05
4076,"#DPstopIntimidatingFarmers  Boycott ADANI Ambani Ramdev... support farmers  वाह रे #चौकीदार तेरा खेल, सस्ती दारू महंगा तेल..  Release all detained farmers &amp;their supporters🙏   Repeal 3 black law &amp;make law on MSP  #FarmersProtest  #StandWithFarmers #FarmerLivesMatter twitter.com/dramithmpa/sta…",0.02763,2e-05,0.00045,0.01373,0.00351,0.00013,0.0001
4077,@akshaykumar Khiladi 420 shame on you #IStandWithFarmers #FarmersProtest,0.02485,1e-05,0.00098,0.00061,0.00392,0.00017,0.00014
4078,"Farmer's are on the road today for a healthy discussion with government.   But why government is asking for a discussion on Dec 3.  Tomorrow may not sound good. But what about nov 29,30, Dec1, 2.  #FarmersProtest #respectfarmers #jaijawanjaikishan",0.00043,0.0,3e-05,7e-05,0.00012,2e-05,1e-05
4079,@SherePanjabUK What planet is he on 🤦🏽‍♀️ #IStandWithFarmers #FarmersProtest #KisaanMajdoorEktaZindabaad #Sikh #supportfarmers #NodeepKaur,0.0018,0.0,0.00014,0.00015,0.00032,3e-05,4e-05
4080,"The people who become teachers on how this is a India's internal matter only;  Wanna ask them, if they will say same, when this matter will affect their livelihoods?? #FarmersProtest  #IndianFarmersHumanRights #AntiNationalBollywood #shameonbollywood twitter.com/sunveervirk/st…",0.0009,0.0,3e-05,0.00023,0.00019,2e-05,2e-05
4081,Thank you Sir. #FarmersProtest twitter.com/RepCohen/statu…,0.00074,0.0,7e-05,8e-05,0.00015,2e-05,2e-05
4082,Self-determination is our right let's raise our voices for this purpose “Drive Tractors - Block Tiranga” On Aug15th I-Day  #SFJ Calls #Disintegration of #India For #FarmersProtest @zeenewsenglish @ANI @smitaprakash @BDUTT @sardesairajdeep @sagarikaghose https://t.co/unSTV92wNM,0.00053,0.0,4e-05,8e-05,0.00013,2e-05,2e-05
4083,"@Savekisaan Yessss, BJP did NoteBandi and now PEOPLE will do VoteBandi.  #NoVoteToBJP  #FarmersProtest",0.00057,0.0,3e-05,8e-05,0.00015,2e-05,1e-05
4084,#FarmersProtest  FORGET IT IS PROTEST BY MIDDLEMEN WHO ARE GOING TO LOOSE THEIR INCOME PEASANTS WILL BE HAPPIER AND IN FACT THEY ARE THESE TRAITORS ARE ANTI NATIONAL AND JEHADI VIRUS,0.68556,0.00034,0.02834,0.01723,0.42727,0.0012,0.00945
4085,@Jass_Careless Keep Supporting the #FarmersProtest ✊✊ #ModiStopMisleadingFarmers,0.00206,0.0,0.00018,0.00015,0.0003,4e-05,5e-05
4086,The voice of the #KASHMIR Resign PM Modi  #Resign_PM_Modi #KashmirBleeds  #FarmersProtest   @narendramodi @PMOIndia @RahulGandhi  @adgpi @BJP4India @UN @UNOCHA @usconsulatekhi @IndiaToday @INCIndia @PIB_India,0.00102,0.0,0.0001,0.00013,0.00019,3e-05,3e-05
4087,@SrBachchan @KalyanJewellers The international community are raising their concerns on how India Govt are treating our farmers! It took a international voice not the Bollywood actors who have now suddenly realised after 2 months that their is a  #farmersprotest and their rights are being surpressed. #kisaan,0.00095,0.0,5e-05,0.00016,0.00023,2e-05,2e-05
4088,"@MrsGandhi @chitraaum #GodiMedia deserves a lot, this is just a start #FarmersProtest #MuzaffarnagarMahaPanchayat #Guru",0.00079,0.0,8e-05,0.0001,0.00014,2e-05,2e-05
4089,The voice of farmers can't be suppressed through power or pressure. They’re the pride of this country.   #मुजफ्फरनगर_किसान_महापंचायत  #FarmersProtest #Ahimsa #Karnal,0.00058,0.0,3e-05,0.00011,0.00014,2e-05,1e-05
4090,#FarmersProtest this is ongoing for over 4 months now at Delhi border. What the central government is doing? This kind of turmoil at the national capital is a serious threat to the stability of our country. And now the whole world is watching. @PMOIndia @nstomar  1/2,0.00043,0.0,3e-05,7e-05,0.00012,2e-05,1e-05
4091,@PBxxGURU We are soldiers. We never give up. #FarmersProtest  #RememberChhotuRamInModiEra,0.00209,0.0,0.0001,0.00024,0.00029,6e-05,3e-05
4092,And world started talking about #FarmersProtest isn't it adds shame to those who mishandled every single internal matters internally and efficiently?  Who is responsible for this?  The arrogant government or suppressed and frustrated public? twitter.com/rihanna/status…,0.27996,1e-05,0.00049,0.00084,0.24379,6e-05,9e-05
4093,@GretaThunberg Well done @GretaThunberg you are doing amazing work. Keep it up. #FarmersProtest #FreedomOfSpeech,0.0007,0.0,5e-05,7e-05,0.00016,2e-05,2e-05
4094,Ambani through its own channel wants BJP to win anyhow because defeat of BJP in five states will result in repeal of black Farm laws. #FarmersProtest twitter.com/_pallavighosh/…,0.00813,1e-05,0.00012,0.00471,0.001,8e-05,5e-05
4095,Thanks @rihanna #FarmersProtest,0.00071,0.0,5e-05,8e-05,0.00016,2e-05,2e-05
4096,@PunYaab = legend!!!   #MSPLawForAllCrops #FarmersProtest twitter.com/NidhiSuresh_/s…,0.0008,0.0,6e-05,8e-05,0.0002,2e-05,2e-05
4097,"@Tractor2twitr @DainikBhaskar #FarmersProtest  #FarmersProtest_StandsStrong | Not only Politicians but there is endless list of departments like media,corporates,bureaucrats etc. who need a total overhaul.They all were to make the country rise but they sunk the country.Give thanks to farmers who awakened u",0.00133,0.0,8e-05,0.00015,0.00037,2e-05,2e-05
4098,Biggest #earthquake since 2018 Triggering ⏰ for tsunami #USA #cloudburst #thursdayvibes #thursdaymorning #Olympics #SidNaaz #DriveYouHome #FarmersProtest #GlobalTigerDay #news twitter.com/DevyaniKohli1/…,0.00048,0.0,4e-05,7e-05,0.00012,2e-05,1e-05
4099,A Powerful Click By @Rajivlather #FarmersProtest https://t.co/AOLEvFUYwi,0.00049,0.0,4e-05,7e-05,0.00012,2e-05,2e-05
4100,We know you're trying to delay our farmers @DelhiPolice we're not as stupid as you look #FarmersParliament #FarmersProtest = #HumanRights twitter.com/Tractor2twitr/…,0.94739,3e-05,0.00286,0.00042,0.91778,7e-05,0.0001
4101,@mahi41_ Fight for right  #किसान_हीरो_प्रधान_नीरो  #जुमला_नहीं_MSP_कानून_दो #FarmersProtest,0.00056,0.0,7e-05,9e-05,9e-05,3e-05,2e-05
