input_text,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit
*Please must watch and follow the advise* #FarmersProtest  #KisanMajdoorEktaZindabaad twitter.com/kisanitcell1/s…,0.00051,0.0,4e-05,7e-05,0.00012,2e-05,2e-05
Good morning my all dear friends.  Very nice we are trending our two tags with 24.3  k tweets #Go_Back_Modi  and #Desh_Ka_Gaddar_RSS with 90.9 k tweets very good keep it up #FarmersProtest https://t.co/nb44W5gQwi,0.00064,0.0,8e-05,9e-05,0.0001,3e-05,3e-05
"Opinion | The Sikh Australian Fight Against Hindutva Is Unlike Anywhere Else, from @Sukhmeet_Grewal   ""The question arises: Why do Hindu nationalists feel emboldened to attack and target the Sikh population in Australia?""  #FarmersProtest  baaznews.org/p/sukhmeet-gre…",0.00476,0.0,6e-05,0.00224,0.00067,0.00013,3e-05
@jazzyb is a real OG! He has proven his love for our community by continually raising his voice for the #FarmersProtest! I’m so excited to be having a live chat with him on Instagram tomorrow regarding the same! Make sure you all tune in! This is going to be a good one! https://t.co/0I0ldD7CCb,0.00062,0.0,4e-05,7e-05,0.00017,2e-05,2e-05
Spot on  #FarmersProtest  #KisanMajdoorEktaZindabaad twitter.com/parnain9/statu…,0.00073,0.0,7e-05,8e-05,0.00014,2e-05,2e-05
"We are only as strong as we are united, as weak as we are divided.  Unity is strength💪🏽  Stand united with FARMERS of India  #FarmersProtest   22:28:11",0.00096,0.0,4e-05,0.00011,0.00021,3e-05,2e-05
@amaanbali Thank you brother for standing your ground firmly exactly how the Guru taught us to be!! 🙏🏽Proud of you! #FarmersProtest #Khalsa #Khalistaniisanhonor,0.00113,0.0,8e-05,0.0001,0.00021,3e-05,2e-05
Kisani is in our roots and Sikhi in our Blood  #FarmersProtest #Desh_Ka_Gaddar_RSS https://t.co/5BHM0fG0PN,0.00144,0.0,0.00012,0.00023,0.00024,5e-05,5e-05
@navin4nation @MandhanVatan @AjiteshBansal1 @JPSinghRuhil @MahenderTweets @BinderDanoda @BhagatR16329248 @bindradp @HRFarmers @ParagSharmaINC @CMOhryShadow @Kisan_karnal Nice to see smart people who are able to see this! #Desh_Ka_Gaddar_RSS #FarmersProtest = #HumanRights,0.00411,0.0,0.00024,0.00031,0.00081,7e-05,7e-05
@amaanbali Mr. So called journalist I challenge you to share one tweet video or audio where he said they are khalistani ..u LIAR..shame on u #FarmersProtest,0.90953,0.00013,0.0253,0.00177,0.84885,0.00018,0.00093
And a politician from ruling party who has been continuously provoking farmers with name calling.  #FarmersProtest  #KisanMajdoorEktaZindabaad twitter.com/sukhvirington/…,0.00093,0.0,4e-05,0.0001,0.00026,2e-05,2e-05
"No farmers, No food, No future ! #FarmersProtest #Black_Holi_Of_Farmers #होली_के_रंग_किसानों_के_संग @yourlawyerkomal @sikhexpo @mnt567 @bhupenderc19 @singhpal99 twitter.com/sssandhu1/stat…",0.03094,2e-05,0.00046,0.00891,0.00422,0.00019,0.00014
"#Maharashtra #COVID19 Updates for today  As on today, there are 3,36,584 #ActiveCases in the state Details of district-wise active cases are as follows: #COVID19 #COVIDWAR #coronavirus #indiafightscovid19 #FarmersProtest #ShabeBaraat #ChauvinTrial #CHAEUNWOO #vaccine @OfficeofUT https://t.co/rLZLaNTTc9",0.00043,0.0,4e-05,7e-05,0.00011,2e-05,1e-05
"Narendra Modi burnt Gujarat in 2002, he burnt Delhi (CAA protests), Now Bangladesh is burning because of him. Now he will say Ask Nehru😡 #BangladeshHatesModi #GoBackModi #Desh_Ka_Gaddar_RSS #FarmersProtest https://t.co/7hL2SWhb47",0.00726,1e-05,0.00022,0.00081,0.00055,0.00064,7e-05
World stand with farmers  #Desh_Ka_Gaddar_RSS #होली_के_रंग_किसानों_के_संग #FarmersProtest #kisaanmajdoorektazindabaad #NoFarmersNoFood #ਕਿਸਾਨ_ਮਜਦੂਰ_ਏਕਤਾ_ਜਿੰਦਾਬਾਦ https://t.co/t8qgTu2Djv,0.00174,0.0,0.00016,0.00021,0.00028,4e-05,4e-05
I stand with farmers  #Desh_Ka_Gaddar_RSS #होली_के_रंग_किसानों_के_संग #NoVoteTo_LiarModi #NoFarmersNoFood #FarmersProtest #kisaanmajdoorektazindabaad #NoFarmersNoFood #ਕਿਸਾਨ_ਮਜਦੂਰ_ਏਕਤਾ_ਜਿੰਦਾਬਾਦ https://t.co/GVu1lxf0VV,0.00214,0.0,0.00021,0.00024,0.00036,4e-05,5e-05
"@kashyap8185 @Parmind74776100 This is such a beautiful picture, depicts the true love between the horse and the rider! Guru Gobind Singh ji Maharaj developed this relationship. #FarmersProtest #होली_के_रंग_किसानों_के_संग",0.00043,0.0,4e-05,7e-05,0.0001,2e-05,2e-05
"If I were to remain silent, I'd be guilty of complicity.   I stand with farmers   #FarmersProtest 22:14:10",0.00196,0.0,9e-05,0.00022,0.00022,8e-05,4e-05
"#FarmersProtest supporters, listen to him. twitter.com/kisanitcell1/s…",0.00061,0.0,4e-05,8e-05,0.00015,2e-05,1e-05
@MarcusRashford Have you heard about #FarmersProtest ?,0.00056,0.0,3e-05,9e-05,0.00013,2e-05,1e-05
@SHERNI__ Thing if you are having atleast admit it....why say we celebrating holi lol #FarmersProtest,0.00226,0.0,0.00011,0.00022,0.00034,5e-05,4e-05
@Navneet_Tweets_ @Bkuektaugrahan @RakeshTikaitBKU #FarmersProtest growing powerful leaders   Heartiest Congratulations to  @Bkuektaugrahan  @RakeshTikaitBKU for being featured in the 100 influential leaders   Our Unity - #BJP weakness   #HoliKeRangKisanoKeSang  #300DeathsAtProtest #ModiEgo_KillingFarmers #RepealFarmLaws,0.00106,0.0,9e-05,0.00011,0.0002,5e-05,2e-05
Nycccccc line  #होली_के_रंग_किसानों_के_संग #Desh_Ka_Gaddar_RSS #FarmersProtest #kisaanmajdoorektazindabaad #NoFarmersNoFood #ਕਿਸਾਨ_ਮਜਦੂਰ_ਏਕਤਾ_ਜਿੰਦਾਬਾਦ   @BBCAsia https://t.co/B8kCeevvaW,0.00115,0.0,0.00019,0.00014,0.00016,4e-05,4e-05
#FarmersProtest #FarmersProtests #jumla_nahin_msp_do #BurnFarmLawsOnHoli #Desh_Ka_Gaddar_RSS #ModiLies #ModiGoBack   Farmers are the backbone of India. https://t.co/0Zwa08DzIc,0.001,0.0,0.00011,0.00012,0.00016,3e-05,3e-05
Do you stand with #FarmersProtest ? twitter.com/marcusrashford…,0.00081,0.0,4e-05,0.0001,0.00018,2e-05,1e-05
The Human Rights abuses by the fascist Modi/Shah regime continue to escalate.   #FarmersProtest   @UNHumanRights @UN_HRC @UN @amnestyusa @amnesty @hrw @POTUS @VP @JustinTrudeau @DominicRaab @guardian @nytimes @BBCNews @NBCNews @washingtonpost @USATODAY twitter.com/papalpreetsing…,0.08773,1e-05,0.0004,0.00311,0.04495,0.00011,0.00011
@loyal90901246 @UNGeneva Nice to see you Loyal! #Desh_Ka_Gaddar_RSS #FarmersProtest = #HumanRights,0.00115,0.0,8e-05,0.00013,0.00019,3e-05,3e-05
Earlier they were doing slavery of the British &amp; now they are doing slavery of Crony Capitalists.. #Desh_Ka_Gaddar_RSS  #FarmersProtest,0.02951,1e-05,0.00041,0.0075,0.00313,0.00017,0.00024
"@mandeeppunia1 @Tractor2twitr Godi Media and BJP/RSS IT cell is trying to paint this incident in communal tone, Please remember people: Protest against BJP is NOT protest against Hinduism!  #FarmersProtest  #KisanMajdoorEktaZindabaad",0.00176,0.0,5e-05,0.00055,0.00032,3e-05,2e-05
Boycott BJP  #होली_के_रंग_किसानों_के_संग #Desh_Ka_Gaddar_RSS #FarmersProtest #kisaanmajdoorektazindabaad #NoFarmersNoFood #ਕਿਸਾਨ_ਮਜਦੂਰ_ਏਕਤਾ_ਜਿੰਦਾਬਾਦ   @BBCHindi https://t.co/zfWfHh6IHZ,0.00225,1e-05,0.00038,0.00021,0.0003,5e-05,7e-05
Poor Trump if only he hadn't met the bad luck man. #GoBackModi #होली_के_रंग_किसानों_के_संग #Farmers #FarmersProtest twitter.com/rajatrichy2/st…,0.00394,1e-05,0.0002,0.00027,0.00148,5e-05,5e-05
@unwomenindia it's only joke and puppet of any centre govt hand. @UN_HRC @UN_Women @hrw @HumanRightsCtte @kapoors_s bjp govt ruling there. no any action in reality against these evils who r in human skin #ModiRSSMadeDisaster #RSS_desh_ka_gaddar  #BannRSSBJPModi #FarmersProtest twitter.com/ndtv/status/13…,0.03774,1e-05,0.00062,0.00672,0.0145,0.00012,0.00071
Some shots from today of Nihang Singhs celebrating #HolaMohalla in the midst of the #FarmersProtests at  Kundli border  #FarmersProtest https://t.co/ZhahMK2odS,0.00076,0.0,5e-05,0.00011,0.00014,5e-05,2e-05
This 👇🏽people should get that.. yes we raise awareness online and yes we can support a cause but nothing much changes unless you get on ground. #FarmersProtest are on and you people in india think tweeting is helping.. Get on Ground twitter.com/_amitbehere/st…,0.00064,0.0,4e-05,0.00011,0.00014,2e-05,2e-05
Beautiful! #Desh_Ka_Gaddar_RSS #FarmersProtest = #HumanRights twitter.com/Jitendr3636054…,0.00111,0.0,0.0001,0.00011,0.00017,3e-05,3e-05
"An independent press is critical to the health of a democracy. As the Indian govt continues to erode the freedoms of speech and press around the #FarmersProtest, we look to @POTUS to follow in the footsteps of multiple elected officials and strongly condemn this behavior.",0.0006,0.0,3e-05,0.0001,0.00016,2e-05,1e-05
"As a result, news coverage by journalists and activists on social media platforms like @Twitter and online news outlets @thewire_in and @newslaundry have played a critical role in providing real-time reporting from the ground at the #FarmersProtest.",0.00048,0.0,3e-05,7e-05,0.00013,2e-05,1e-05
"Since Nov, the #FarmersProtest has united farmers across the country to take a stand for their livelihoods against farming bills the Indian govt rushed to pass. In its anti-democratic response, the govt has tried to paint protestors as “anti-national” through media narratives.",0.00077,0.0,2e-05,0.00015,0.0002,2e-05,1e-05
"If you ate today, Thank A Farmer.  #FarmersProtest",0.00056,0.0,4e-05,8e-05,0.00011,2e-05,2e-05
Savage kid is savage😎 #FarmersProtest  #KisanMajdoorEktaZindabaad twitter.com/cctv_idiots/st…,0.86771,3e-05,0.0042,0.00078,0.82041,0.00013,0.00016
United we stand!   #होली_के_रंग_किसानों_के_संग #FarmersProtest twitter.com/tractor2twitr/…,0.00059,0.0,5e-05,9e-05,0.00012,3e-05,2e-05
Proud! They are the real heroes!   #होली_के_रंग_किसानों_के_संग #FarmersProtest twitter.com/bains_nikki/st…,0.00108,0.0,8e-05,9e-05,0.00028,3e-05,2e-05
Proud of these fierce women!   #होली_के_रंग_किसानों_के_संग #FarmersProtest twitter.com/pk13491349/sta…,0.00235,1e-05,0.0001,0.00123,0.00055,0.0001,0.00025
Wow! Amazing dedication.   #होली_के_रंग_किसानों_के_संग #FarmersProtest twitter.com/inquestioner/s…,0.00044,0.0,4e-05,8e-05,0.0001,2e-05,2e-05
Beautiful thought!   #होली_के_रंग_किसानों_के_संग #FarmersProtest twitter.com/jdhillona/stat…,0.00047,0.0,4e-05,8e-05,0.0001,2e-05,2e-05
Follow Spain. #legalizemsp #farmersprotest #disparity2parity youtu.be/_TLo2J15goQ,0.00925,1e-05,0.00072,0.00053,0.00097,0.00011,0.00013
Happy #HollaMahalla #FarmersProtest #KisaanMajdoorEktaZindabaad twitter.com/jasveermuktsar…,0.00069,0.0,7e-05,9e-05,0.00015,2e-05,2e-05
Keep it going! We cannot stop amplifying farmer voices!   #होली_के_रंग_किसानों_के_संग #FarmersProtest twitter.com/nxv19_/status/…,0.00108,0.0,6e-05,0.00012,0.00021,4e-05,2e-05
Beautiful!   #होली_के_रंग_किसानों_के_संग #FarmersProtest twitter.com/navneet_tweets…,0.00044,0.0,4e-05,7e-05,0.0001,2e-05,2e-05
Can’t stop won’t stop!   #होली_के_रंग_किसानों_के_संग #FarmersProtest twitter.com/bains_nikki/st…,0.00243,0.0,0.00013,0.00023,0.00024,0.00011,4e-05
United we stand!   #होली_के_रंग_किसानों_के_संग #FarmersProtest twitter.com/ammankaurdeep/…,0.00066,0.0,6e-05,9e-05,0.00014,3e-05,2e-05
Let good triumph over evil!   #होली_के_रंग_किसानों_के_संग #FarmersProtest twitter.com/parnain9/statu…,0.00278,0.0,8e-05,0.00024,0.00036,0.00016,3e-05
"Accept that you have lost,   But never accept that you have failed.   #FarmersProtest",0.00949,0.0,0.00018,0.00031,0.00164,0.00011,4e-05
"#Nanded Attacks on #MaharashtraPolice means , #Attack on #Maharashtra 🤔🤔🤔 is it so ???  #FarmersProtest this is it ???  #Great 😑🙄😡 https://t.co/kjx2XsIry3",0.00077,0.0,7e-05,8e-05,0.00015,2e-05,2e-05
"A quick reminder that the #FarmersProtest in #India, which could save the lives and careers of thousands of people, is still going on and needs our support. The #BJP  serves their #CorporateDonors &amp; allies against the #Farmers that feed the country! #ISupportFarmers",0.0009,0.0,4e-05,0.00013,0.0002,2e-05,2e-05
@Dhananjayspeak1 @commandconquer5 @ShekharGupta And what reaction is coming from Modi's agenda?? #CAAProtest #FarmersProtest #PalgharAttack #delhiriots2020,0.00074,0.0,5e-05,0.0001,0.00016,2e-05,2e-05
"No leadership, no direction, no ambition to serve the need of the people. Something must give #BurnFarmLawsOnHoli #FarmersProtest twitter.com/amaanbali/stat…",0.00139,0.0,3e-05,0.00013,0.00032,3e-05,2e-05
When bhakts confused on modi's satyagraha..😇 Then modiji........ #LieLikeModi  #Desh_Ka_Gaddar_RSS  #FarmersProtest https://t.co/FoTFxICOCM,0.01359,2e-05,0.00334,0.00048,0.00105,0.00012,0.00048
"No mountain too high, no valley to low. Kisan ekta Zindabaad!!!! #BurnFarmLawsOnHoli #FarmersProtest twitter.com/HarteerathSing…",0.00061,0.0,4e-05,0.0001,0.00014,3e-05,2e-05
🚨DISCLAIMER🚨  The #FarmersProtest is NOT about religion. Though people may want to show religious symbols for inner strength and representation those symbols provide.  All religions have the right to exist unbothered.  Thank you🙏,0.00143,0.0,3e-05,0.00082,0.0002,3e-05,2e-05
jaskira94480324: Learn to be thankful for the things you have now. Instead of distributing hate. #FarmersProtest is still going on. #Tractor2Twitter twitter.com/jaskira9448032…,0.00089,0.0,5e-05,0.00011,0.00016,3e-05,2e-05
May Waheguru bless you always and may you always be in Chardi Kala Eternally grateful your names will go down in history  #FarmersProtest = #HumanRights twitter.com/DoabanJatti/st…,0.00096,0.0,7e-05,0.00011,0.0002,3e-05,2e-05
There are not enough words to express how grateful we are!  #FarmersProtest = #HumanRights twitter.com/DoabanJatti/st…,0.00105,0.0,4e-05,0.00013,0.00022,3e-05,2e-05
@_ManikGoyal  I love your posts! May you always be blessed and in Chardi Kala #Desh_Ka_Gaddar_RSS #FarmersProtest = #HumanRights,0.00194,0.0,0.00015,0.00017,0.00028,5e-05,5e-05
Let's show the world what #India is really made of! Long live our diversity! No room for hate or extremism of any kind! #Desh_Ka_Gaddar_RSS #FarmersProtest = #HumanRights Jai Kisaan Jai Jiwan ❤️ Sarbaat da Bhalla and Chardi Kala to all 🙏 #FarmersAboveReligiousHate https://t.co/csPjNe3u5N,0.00693,0.0,0.00012,0.001,0.00103,7e-05,4e-05
@MehboobaMufti @MughalAmiruddin From #KashmirBleeds  To #FarmersProtest  @MinorityRights  @hrw  @UN  @UNHumanRights  @UN_Women  @SavetheChildren  @BBCWorld  @CNN  @trtworld  @washingtonpost  @nytimes  @FATFNews @FATFWatch  @amnesty  @AmnestyAR  @gulf_news  @khaleejtimes  @UN_Spokesperson  @AP  @AFP,0.00265,1e-05,0.00011,0.0008,0.00073,4e-05,0.00013
Thank God #FarmersProtest twitter.com/Devinder_Sharm…,0.0008,0.0,7e-05,9e-05,0.00017,2e-05,2e-05
sense prevailed in Bangladesh #FarmersProtest twitter.com/Sandhu___Jass/…,0.00079,0.0,7e-05,0.00012,0.00017,2e-05,2e-05
Ignited fired won't do down anytime soon #FarmersProtest twitter.com/truthprevails8…,0.00107,0.0,4e-05,0.00012,0.00021,4e-05,2e-05
Interesting. Assurance that no innocent will be harassed. That needs to be said nowadays #FarmersProtest twitter.com/amaanbali/stat…,0.00122,0.0,4e-05,0.00014,0.00021,6e-05,2e-05
Repeal three black farm laws immediately. #GoBackModi .#कांग्रेस_का_किसानों_से_धोखा #Black_Holi_Of_Farmers #FarmLaws_DeathWarrant #FarmersProtest #FarmersProtests #FarmersProstests #BengalElections2021 #कल_भारत_बंद_रहेगा #Desh_Ka_Gaddar_RSS #LieLikeModi #BangladeshHatesModi #BJP,0.03708,3e-05,0.00059,0.02268,0.00336,0.00025,0.00012
Learn to be thankful for the things you have now. Instead of distributing hate. #FarmersProtest is still going on. #Tractor2Twitter https://t.co/zKWWCMNqdl,0.00108,0.0,5e-05,0.00012,0.00019,4e-05,2e-05
and Bangladesh does not want him #FarmersProtest twitter.com/Tractor2twitr/…,0.00248,0.0,6e-05,0.00049,0.00033,6e-05,3e-05
Religious extremism of any kind is wrong and religious hate of any kind is wrong #Desh_Ka_Gaddar_RSS #FarmersProtest = #HumanRights @SyedNehal0786  @FuzailK51944299  @Amaan_faizi  @noushadkhan01,0.09096,2e-05,0.00014,0.10267,0.0062,0.0005,0.00018
@YUNUSbinMASTHAN Religious extremism of any kind is wrong and religious hate of any kind is wrong #Desh_Ka_Gaddar_RSS #FarmersProtest = #HumanRights,0.03858,1e-05,0.00014,0.0217,0.00269,0.00034,0.00013
Still vote for me..  why ? Humble request to ppl think and vote for Right people.. #FarmersProtest against 3Bills .. @derekobrienmp @MahuaMoitra @MamataOfficial https://t.co/ZekNV8Mnqm,0.00133,0.0,0.0001,9e-05,0.00035,2e-05,2e-05
🙌 so much to learn from them!   Where have they been all this time ??? Farmers have started a revolution.   #FarmersProtest twitter.com/llharleenii/st…,0.00052,0.0,3e-05,8e-05,0.00013,2e-05,1e-05
@tash_kmb @SonaG2022 Love it! #Desh_Ka_Gaddar_RSS #FarmersProtest = #HumanRights,0.00236,1e-05,0.00028,0.00019,0.00023,7e-05,0.0001
@bajwasonam @AmmyVirk @aandapictures @brat_films @ZeeStudios_ @ZeeMusicCompany @atulbhalla78 @PawanGill @SinghAnurag79 @theamangill @BalwinderJanjua Advance congratulations for super flop trailer 😄 #boycottzeetv #FarmersProtest,0.00177,0.0,0.00022,0.00017,0.00035,4e-05,5e-05
